tensor([1.], device='mps:0')
[11,  4400] loss: 1.953
[11,  4600] loss: 1.962
[11,  4800] loss: 1.965
[11,  5000] loss: 1.967
Epoch [11/20], Train Loss: 0.2461, Val Loss: 0.2910, Test Loss: 2.3365Training Acc: 0.4910, Val Acc: 0.1202, Test Acc: 0.1106, 
[12,   200] loss: 1.973
[12,   400] loss: 1.948
[12,   600] loss: 1.951
[12,   800] loss: 1.965
[12,  1000] loss: 1.966
[12,  1200] loss: 1.968
[12,  1400] loss: 1.949
[12,  1600] loss: 1.968
[12,  1800] loss: 1.962
[12,  2000] loss: 1.968
[12,  2200] loss: 1.964
[12,  2400] loss: 1.968
[12,  2600] loss: 1.933
[12,  2800] loss: 1.954
[12,  3000] loss: 1.946
[12,  3200] loss: 1.975
[12,  3400] loss: 1.970
[12,  3600] loss: 1.960
[12,  3800] loss: 1.977
[12,  4000] loss: 1.949
[12,  4200] loss: 1.967
[12,  4400] loss: 1.954
[12,  4600] loss: 1.957
[12,  4800] loss: 1.954
[12,  5000] loss: 1.962
Epoch [12/20], Train Loss: 0.2450, Val Loss: 0.2965, Test Loss: 2.3701Training Acc: 0.4996, Val Acc: 0.0782, Test Acc: 0.0810, 
[13,   200] loss: 1.968
[13,   400] loss: 1.958
[13,   600] loss: 1.952
[13,   800] loss: 1.968
[13,  1000] loss: 1.953
[13,  1200] loss: 1.941
[13,  1400] loss: 1.966
[13,  1600] loss: 1.951
[13,  1800] loss: 1.953
[13,  2000] loss: 1.944
[13,  2200] loss: 1.940
[13,  2400] loss: 1.951
[13,  2600] loss: 1.971
[13,  2800] loss: 1.947
[13,  3000] loss: 1.943
[13,  3200] loss: 1.940
[13,  3400] loss: 1.968
[13,  3600] loss: 1.952
[13,  3800] loss: 1.947
[13,  4000] loss: 1.939
[13,  4200] loss: 1.946
[13,  4400] loss: 1.958
[13,  4600] loss: 1.966
[13,  4800] loss: 1.970
[13,  5000] loss: 1.955
Epoch [13/20], Train Loss: 0.2442, Val Loss: 0.2924, Test Loss: 2.3359Training Acc: 0.5060, Val Acc: 0.1097, Test Acc: 0.1147, 
[14,   200] loss: 1.954
[14,   400] loss: 1.941
[14,   600] loss: 1.944
[14,   800] loss: 1.953
[14,  1000] loss: 1.939
[14,  1200] loss: 1.966
[14,  1400] loss: 1.941
[14,  1600] loss: 1.951
[14,  1800] loss: 1.949
[14,  2000] loss: 1.953
[14,  2200] loss: 1.941
[14,  2400] loss: 1.935
[14,  2600] loss: 1.942
[14,  2800] loss: 1.918
[14,  3000] loss: 1.919
[14,  3200] loss: 1.934
[14,  3400] loss: 1.938
[14,  3600] loss: 1.957
[14,  3800] loss: 1.963
[14,  4000] loss: 1.956
[14,  4200] loss: 1.964
[14,  4400] loss: 1.955
[14,  4600] loss: 1.945
[14,  4800] loss: 1.952
[14,  5000] loss: 1.954
Epoch [14/20], Train Loss: 0.2433, Val Loss: 0.2905, Test Loss: 2.3262Training Acc: 0.5127, Val Acc: 0.1264, Test Acc: 0.1225, 
[15,   200] loss: 1.939
[15,   400] loss: 1.939
[15,   600] loss: 1.942
[15,   800] loss: 1.940
[15,  1000] loss: 1.924
[15,  1200] loss: 1.944
[15,  1400] loss: 1.938
[15,  1600] loss: 1.929
[15,  1800] loss: 1.960
[15,  2000] loss: 1.937
[15,  2200] loss: 1.922
[15,  2400] loss: 1.952
[15,  2600] loss: 1.937
[15,  2800] loss: 1.947
[15,  3000] loss: 1.943
[15,  3200] loss: 1.936
[15,  3400] loss: 1.965
[15,  3600] loss: 1.934
[15,  3800] loss: 1.959
[15,  4000] loss: 1.933
[15,  4200] loss: 1.941
[15,  4400] loss: 1.939
[15,  4600] loss: 1.939
[15,  4800] loss: 1.948
[15,  5000] loss: 1.950
Epoch [15/20], Train Loss: 0.2427, Val Loss: 0.2952, Test Loss: 2.3571Training Acc: 0.5201, Val Acc: 0.0871, Test Acc: 0.0929, 
[16,   200] loss: 1.939
[16,   400] loss: 1.926
[16,   600] loss: 1.938
[16,   800] loss: 1.928
[16,  1000] loss: 1.939
[16,  1200] loss: 1.942
[16,  1400] loss: 1.942
[16,  1600] loss: 1.947
[16,  1800] loss: 1.932
[16,  2000] loss: 1.942
[16,  2200] loss: 1.949
[16,  2400] loss: 1.959
[16,  2600] loss: 1.921
[16,  2800] loss: 1.945
[16,  3000] loss: 1.925
[16,  3200] loss: 1.940
[16,  3400] loss: 1.928
[16,  3600] loss: 1.924
[16,  3800] loss: 1.933
[16,  4000] loss: 1.940
[16,  4200] loss: 1.943
[16,  4400] loss: 1.945
[16,  4600] loss: 1.934
[16,  4800] loss: 1.931
[16,  5000] loss: 1.931
Epoch [16/20], Train Loss: 0.2421, Val Loss: 0.2959, Test Loss: 2.3639Training Acc: 0.5230, Val Acc: 0.0818, Test Acc: 0.0858, 
[17,   200] loss: 1.940
[17,   400] loss: 1.932
[17,   600] loss: 1.926
[17,   800] loss: 1.955
[17,  1000] loss: 1.935
[17,  1200] loss: 1.913
[17,  1400] loss: 1.935
[17,  1600] loss: 1.926
[17,  1800] loss: 1.934
[17,  2000] loss: 1.916
[17,  2200] loss: 1.928
[17,  2400] loss: 1.928
[17,  2600] loss: 1.942
[17,  2800] loss: 1.928
[17,  3000] loss: 1.933
[17,  3200] loss: 1.950
[17,  3400] loss: 1.927
[17,  3600] loss: 1.926
[17,  3800] loss: 1.942
[17,  4000] loss: 1.931
[17,  4200] loss: 1.942
[17,  4400] loss: 1.912
[17,  4600] loss: 1.933
[17,  4800] loss: 1.954
[17,  5000] loss: 1.932
Epoch [17/20], Train Loss: 0.2416, Val Loss: 0.2911, Test Loss: 2.3323Training Acc: 0.5278, Val Acc: 0.1222, Test Acc: 0.1172, 
[18,   200] loss: 1.938
[18,   400] loss: 1.931
[18,   600] loss: 1.912
[18,   800] loss: 1.939
[18,  1000] loss: 1.928
[18,  1200] loss: 1.914
[18,  1400] loss: 1.930
[18,  1600] loss: 1.917
[18,  1800] loss: 1.919
[18,  2000] loss: 1.922
[18,  2200] loss: 1.906
[18,  2400] loss: 1.904
[18,  2600] loss: 1.940
[18,  2800] loss: 1.934
[18,  3000] loss: 1.917
[18,  3200] loss: 1.942
[18,  3400] loss: 1.940
[18,  3600] loss: 1.906
[18,  3800] loss: 1.929
[18,  4000] loss: 1.952
[18,  4200] loss: 1.939
[18,  4400] loss: 1.952
[18,  4600] loss: 1.933
[18,  4800] loss: 1.936
[18,  5000] loss: 1.932
Epoch [18/20], Train Loss: 0.2411, Val Loss: 0.2950, Test Loss: 2.3590Training Acc: 0.5311, Val Acc: 0.0911, Test Acc: 0.0913, 
[19,   200] loss: 1.911
[19,   400] loss: 1.913
[19,   600] loss: 1.915
[19,   800] loss: 1.911
[19,  1000] loss: 1.908
[19,  1200] loss: 1.905
[19,  1400] loss: 1.917
[19,  1600] loss: 1.925
[19,  1800] loss: 1.929
[19,  2000] loss: 1.924
[19,  2200] loss: 1.920
[19,  2400] loss: 1.929
[19,  2600] loss: 1.931
[19,  2800] loss: 1.938
[19,  3000] loss: 1.938
[19,  3200] loss: 1.930
[19,  3400] loss: 1.920
[19,  3600] loss: 1.922
[19,  3800] loss: 1.919
[19,  4000] loss: 1.928
[19,  4200] loss: 1.915
[19,  4400] loss: 1.917
[19,  4600] loss: 1.919
[19,  4800] loss: 1.957
[19,  5000] loss: 1.903
Epoch [19/20], Train Loss: 0.2402, Val Loss: 0.2915, Test Loss: 2.3354Training Acc: 0.5373, Val Acc: 0.1194, Test Acc: 0.1153, 
[20,   200] loss: 1.910
[20,   400] loss: 1.926
[20,   600] loss: 1.921
[20,   800] loss: 1.935
[20,  1000] loss: 1.920
[20,  1200] loss: 1.907
[20,  1400] loss: 1.917
[20,  1600] loss: 1.920
[20,  1800] loss: 1.914
[20,  2000] loss: 1.917
[20,  2200] loss: 1.923
[20,  2400] loss: 1.915
[20,  2600] loss: 1.925
[20,  2800] loss: 1.916
[20,  3000] loss: 1.888
[20,  3200] loss: 1.922
[20,  3400] loss: 1.937
[20,  3600] loss: 1.912
[20,  3800] loss: 1.915
[20,  4000] loss: 1.908
[20,  4200] loss: 1.925
[20,  4400] loss: 1.918
[20,  4600] loss: 1.917
[20,  4800] loss: 1.927
[20,  5000] loss: 1.909
Epoch [20/20], Train Loss: 0.2397, Val Loss: 0.2925, Test Loss: 2.3451Training Acc: 0.5421, Val Acc: 0.1110, Test Acc: 0.1069, 
Model saved as ../results/AlexNet_No_L5/weights/model_final.pt

Training AlexNet version: AlexNet_No_L4
[1,   200] loss: 2.302
[1,   400] loss: 2.300
[1,   600] loss: 2.301
[1,   800] loss: 2.297
[1,  1000] loss: 2.296
[1,  1200] loss: 2.296
[1,  1400] loss: 2.296
[1,  1600] loss: 2.297
[1,  1800] loss: 2.295
[1,  2000] loss: 2.291
[1,  2200] loss: 2.292
[1,  2400] loss: 2.282
[1,  2600] loss: 2.293
[1,  2800] loss: 2.287
[1,  3000] loss: 2.277
[1,  3200] loss: 2.280
[1,  3400] loss: 2.273
[1,  3600] loss: 2.265
[1,  3800] loss: 2.273
[1,  4000] loss: 2.260
[1,  4200] loss: 2.257
[1,  4400] loss: 2.255
[1,  4600] loss: 2.255
[1,  4800] loss: 2.255
[1,  5000] loss: 2.247
Epoch [1/20], Train Loss: 0.2851, Val Loss: 0.2875, Test Loss: 2.2996Training Acc: 0.1425, Val Acc: 0.1487, Test Acc: 0.1517, 
[2,   200] loss: 2.244
[2,   400] loss: 2.230
[2,   600] loss: 2.238
[2,   800] loss: 2.239
[2,  1000] loss: 2.229
[2,  1200] loss: 2.229
[2,  1400] loss: 2.231
[2,  1600] loss: 2.231
[2,  1800] loss: 2.217
[2,  2000] loss: 2.224
[2,  2200] loss: 2.215
[2,  2400] loss: 2.222
[2,  2600] loss: 2.210
[2,  2800] loss: 2.210
[2,  3000] loss: 2.216
[2,  3200] loss: 2.206
[2,  3400] loss: 2.207
[2,  3600] loss: 2.202
[2,  3800] loss: 2.187
[2,  4000] loss: 2.197
[2,  4200] loss: 2.200
[2,  4400] loss: 2.205
[2,  4600] loss: 2.178
[2,  4800] loss: 2.188
[2,  5000] loss: 2.186
Epoch [2/20], Train Loss: 0.2767, Val Loss: 0.2896, Test Loss: 2.3144Training Acc: 0.2358, Val Acc: 0.1179, Test Acc: 0.1210, 
[3,   200] loss: 2.189
[3,   400] loss: 2.190
[3,   600] loss: 2.182
[3,   800] loss: 2.175
[3,  1000] loss: 2.176
[3,  1200] loss: 2.167
[3,  1400] loss: 2.166
[3,  1600] loss: 2.164
[3,  1800] loss: 2.171
[3,  2000] loss: 2.160
[3,  2200] loss: 2.159
[3,  2400] loss: 2.154
[3,  2600] loss: 2.147
[3,  2800] loss: 2.159
[3,  3000] loss: 2.163
[3,  3200] loss: 2.151
[3,  3400] loss: 2.154
[3,  3600] loss: 2.154
[3,  3800] loss: 2.149
[3,  4000] loss: 2.142
[3,  4200] loss: 2.139
[3,  4400] loss: 2.140
[3,  4600] loss: 2.142
[3,  4800] loss: 2.143
[3,  5000] loss: 2.145
Epoch [3/20], Train Loss: 0.2699, Val Loss: 0.2921, Test Loss: 2.3367Training Acc: 0.2976, Val Acc: 0.0948, Test Acc: 0.0913, 
[4,   200] loss: 2.138
[4,   400] loss: 2.133
[4,   600] loss: 2.125
[4,   800] loss: 2.129
[4,  1000] loss: 2.112
[4,  1200] loss: 2.116
[4,  1400] loss: 2.101
[4,  1600] loss: 2.101
[4,  1800] loss: 2.112
[4,  2000] loss: 2.127
[4,  2200] loss: 2.126
[4,  2400] loss: 2.099
[4,  2600] loss: 2.115
[4,  2800] loss: 2.105
[4,  3000] loss: 2.109
[4,  3200] loss: 2.112
[4,  3400] loss: 2.097
[4,  3600] loss: 2.124
[4,  3800] loss: 2.105
[4,  4000] loss: 2.109
[4,  4200] loss: 2.099
[4,  4400] loss: 2.089
[4,  4600] loss: 2.102
[4,  4800] loss: 2.103
[4,  5000] loss: 2.098
Epoch [4/20], Train Loss: 0.2639, Val Loss: 0.2925, Test Loss: 2.3364Training Acc: 0.3483, Val Acc: 0.1013, Test Acc: 0.1071, 
[5,   200] loss: 2.080
[5,   400] loss: 2.100
[5,   600] loss: 2.089
[5,   800] loss: 2.106
[5,  1000] loss: 2.082
[5,  1200] loss: 2.082
[5,  1400] loss: 2.077
[5,  1600] loss: 2.088
[5,  1800] loss: 2.081
[5,  2000] loss: 2.089
[5,  2200] loss: 2.083
[5,  2400] loss: 2.069
[5,  2600] loss: 2.084
[5,  2800] loss: 2.089
[5,  3000] loss: 2.076
[5,  3200] loss: 2.074
[5,  3400] loss: 2.076
[5,  3600] loss: 2.060
[5,  3800] loss: 2.078
[5,  4000] loss: 2.074
[5,  4200] loss: 2.092
[5,  4400] loss: 2.072
[5,  4600] loss: 2.080
[5,  4800] loss: 2.065
[5,  5000] loss: 2.061
Epoch [5/20], Train Loss: 0.2600, Val Loss: 0.2916, Test Loss: 2.3315Training Acc: 0.3782, Val Acc: 0.1113, Test Acc: 0.1114, 
[6,   200] loss: 2.068
[6,   400] loss: 2.055
[6,   600] loss: 2.072
[6,   800] loss: 2.060
[6,  1000] loss: 2.069
[6,  1200] loss: 2.060
[6,  1400] loss: 2.068
[6,  1600] loss: 2.054
[6,  1800] loss: 2.070
[6,  2000] loss: 2.069
[6,  2200] loss: 2.059
[6,  2400] loss: 2.051
[6,  2600] loss: 2.047
[6,  2800] loss: 2.072
[6,  3000] loss: 2.066
[6,  3200] loss: 2.052
[6,  3400] loss: 2.050
[6,  3600] loss: 2.060
[6,  3800] loss: 2.075
[6,  4000] loss: 2.075
[6,  4200] loss: 2.052
[6,  4400] loss: 2.048
[6,  4600] loss: 2.071
[6,  4800] loss: 2.056
[6,  5000] loss: 2.056
Epoch [6/20], Train Loss: 0.2577, Val Loss: 0.2944, Test Loss: 2.3549Training Acc: 0.3956, Val Acc: 0.0875, Test Acc: 0.0881, 
[7,   200] loss: 2.055
[7,   400] loss: 2.064
[7,   600] loss: 2.053
[7,   800] loss: 2.042
[7,  1000] loss: 2.065
[7,  1200] loss: 2.041
[7,  1400] loss: 2.054
[7,  1600] loss: 2.035
[7,  1800] loss: 2.035
[7,  2000] loss: 2.064
[7,  2200] loss: 2.043
[7,  2400] loss: 2.036
[7,  2600] loss: 2.044
[7,  2800] loss: 2.049
[7,  3000] loss: 2.026
[7,  3200] loss: 2.032
[7,  3400] loss: 2.029
[7,  3600] loss: 2.019
[7,  3800] loss: 2.050
[7,  4000] loss: 2.024
[7,  4200] loss: 2.040
[7,  4400] loss: 2.054
[7,  4600] loss: 2.056
[7,  4800] loss: 2.028
[7,  5000] loss: 2.036
Epoch [7/20], Train Loss: 0.2554, Val Loss: 0.2917, Test Loss: 2.3344Training Acc: 0.4139, Val Acc: 0.1131, Test Acc: 0.1097, 
[8,   200] loss: 2.029
[8,   400] loss: 2.044
[8,   600] loss: 2.027
[8,   800] loss: 2.025
[8,  1000] loss: 2.030
[8,  1200] loss: 2.035
[8,  1400] loss: 2.039
[8,  1600] loss: 2.035
[8,  1800] loss: 2.026
[8,  2000] loss: 2.029
[8,  2200] loss: 2.017
[8,  2400] loss: 2.034
[8,  2600] loss: 2.027
[8,  2800] loss: 2.039
[8,  3000] loss: 2.041
[8,  3200] loss: 2.049
[8,  3400] loss: 2.042
[8,  3600] loss: 2.004
[8,  3800] loss: 2.014
[8,  4000] loss: 2.024
[8,  4200] loss: 2.015
[8,  4400] loss: 2.026
[8,  4600] loss: 2.037
[8,  4800] loss: 2.032
[8,  5000] loss: 2.011
Epoch [8/20], Train Loss: 0.2537, Val Loss: 0.2953, Test Loss: 2.3621Training Acc: 0.4279, Val Acc: 0.0825, Test Acc: 0.0854, 
[9,   200] loss: 2.020
[9,   400] loss: 2.030
[9,   600] loss: 2.027
[9,   800] loss: 2.011
[9,  1000] loss: 2.015
[9,  1200] loss: 2.025
[9,  1400] loss: 2.031
[9,  1600] loss: 1.997
[9,  1800] loss: 2.021
[9,  2000] loss: 2.021
[9,  2200] loss: 2.010
[9,  2400] loss: 1.991
[9,  2600] loss: 2.035
[9,  2800] loss: 2.029
[9,  3000] loss: 2.033
[9,  3200] loss: 2.014
[9,  3400] loss: 2.022
[9,  3600] loss: 2.026
[9,  3800] loss: 2.024
[9,  4000] loss: 1.990
[9,  4200] loss: 2.020
[9,  4400] loss: 2.032
[9,  4600] loss: 2.037
[9,  4800] loss: 2.019
[9,  5000] loss: 2.031
Epoch [9/20], Train Loss: 0.2526, Val Loss: 0.2945, Test Loss: 2.3551Training Acc: 0.4363, Val Acc: 0.0923, Test Acc: 0.0923, 
[10,   200] loss: 2.018
[10,   400] loss: 2.008
[10,   600] loss: 2.026
[10,   800] loss: 2.001
[10,  1000] loss: 2.028
[10,  1200] loss: 2.007
[10,  1400] loss: 2.015
[10,  1600] loss: 2.003
[10,  1800] loss: 2.004
[10,  2000] loss: 2.016
[10,  2200] loss: 1.998
[10,  2400] loss: 2.018
[10,  2600] loss: 2.018
[10,  2800] loss: 2.008
[10,  3000] loss: 2.008
[10,  3200] loss: 1.992
[10,  3400] loss: 2.006
[10,  3600] loss: 2.012
[10,  3800] loss: 2.027
[10,  4000] loss: 1.996
[10,  4200] loss: 2.004
[10,  4400] loss: 2.011
[10,  4600] loss: 1.996
[10,  4800] loss: 2.007
[10,  5000] loss: 2.001
Epoch [10/20], Train Loss: 0.2511, Val Loss: 0.2951, Test Loss: 2.3593Training Acc: 0.4490, Val Acc: 0.0882, Test Acc: 0.0891, 
[11,   200] loss: 2.017
[11,   400] loss: 2.006
[11,   600] loss: 2.008
[11,   800] loss: 2.012
[11,  1000] loss: 2.011
[11,  1200] loss: 1.993
[11,  1400] loss: 2.004
[11,  1600] loss: 2.026
[11,  1800] loss: 1.998
[11,  2000] loss: 1.986
[11,  2200] loss: 1.996
[11,  2400] loss: 1.989
[11,  2600] loss: 1.999
[11,  2800] loss: 2.007
[11,  3000] loss: 2.010
[11,  3200] loss: 2.005
[11,  3400] loss: 1.987
[11,  3600] loss: 2.011
[11,  3800] loss: 2.000
[11,  4000] loss: 2.001
[11,  4200] loss: 1.995
[11,  4400] loss: 1.967
[11,  4600] loss: 2.007
[11,  4800] loss: 1.999
[11,  5000] loss: 2.007
Epoch [11/20], Train Loss: 0.2502, Val Loss: 0.2931, Test Loss: 2.3454Training Acc: 0.4560, Val Acc: 0.1063, Test Acc: 0.1054, 
[12,   200] loss: 1.994
[12,   400] loss: 2.022
[12,   600] loss: 1.996
[12,   800] loss: 2.015
[12,  1000] loss: 1.985
[12,  1200] loss: 2.004
[12,  1400] loss: 1.997
[12,  1600] loss: 1.983
[12,  1800] loss: 1.991
[12,  2000] loss: 2.004
[12,  2200] loss: 2.002
[12,  2400] loss: 1.984
[12,  2600] loss: 2.010
[12,  2800] loss: 1.991
[12,  3000] loss: 1.997
[12,  3200] loss: 1.985
[12,  3400] loss: 1.977
[12,  3600] loss: 2.003
[12,  3800] loss: 2.007
[12,  4000] loss: 1.999
[12,  4200] loss: 1.999
[12,  4400] loss: 1.993
[12,  4600] loss: 1.994
[12,  4800] loss: 2.012
[12,  5000] loss: 1.996
Epoch [12/20], Train Loss: 0.2497, Val Loss: 0.2956, Test Loss: 2.3700Training Acc: 0.4592, Val Acc: 0.0866, Test Acc: 0.0800, 
[13,   200] loss: 2.003
[13,   400] loss: 2.000
[13,   600] loss: 2.007
[13,   800] loss: 1.990
[13,  1000] loss: 1.980
[13,  1200] loss: 1.983
[13,  1400] loss: 2.000
[13,  1600] loss: 1.992
[13,  1800] loss: 1.977
[13,  2000] loss: 1.987
[13,  2200] loss: 1.981
[13,  2400] loss: 1.985
[13,  2600] loss: 1.989
[13,  2800] loss: 1.998
[13,  3000] loss: 1.988
[13,  3200] loss: 1.995
[13,  3400] loss: 1.990
[13,  3600] loss: 1.988
[13,  3800] loss: 1.996
[13,  4000] loss: 1.994
[13,  4200] loss: 2.005
[13,  4400] loss: 1.983
[13,  4600] loss: 1.972
[13,  4800] loss: 1.973
[13,  5000] loss: 1.975
Epoch [13/20], Train Loss: 0.2487, Val Loss: 0.2912, Test Loss: 2.3314Training Acc: 0.4685, Val Acc: 0.1195, Test Acc: 0.1165, 
[14,   200] loss: 1.983
[14,   400] loss: 1.982
[14,   600] loss: 1.981
[14,   800] loss: 1.988
[14,  1000] loss: 1.962
[14,  1200] loss: 1.991
[14,  1400] loss: 2.002
[14,  1600] loss: 1.977
[14,  1800] loss: 1.979
[14,  2000] loss: 1.981
[14,  2200] loss: 1.986
[14,  2400] loss: 1.978
[14,  2600] loss: 1.973
[14,  2800] loss: 1.987
[14,  3000] loss: 2.003
[14,  3200] loss: 1.976
[14,  3400] loss: 1.967
[14,  3600] loss: 2.013
[14,  3800] loss: 1.981
[14,  4000] loss: 1.996
[14,  4200] loss: 1.960
[14,  4400] loss: 1.981
[14,  4600] loss: 1.966
[14,  4800] loss: 1.992
[14,  5000] loss: 1.980
Epoch [14/20], Train Loss: 0.2478, Val Loss: 0.2928, Test Loss: 2.3406Training Acc: 0.4753, Val Acc: 0.1067, Test Acc: 0.1083, 
[15,   200] loss: 1.966
[15,   400] loss: 1.974
[15,   600] loss: 1.994
[15,   800] loss: 1.972
[15,  1000] loss: 1.992
[15,  1200] loss: 1.981
[15,  1400] loss: 1.972
[15,  1600] loss: 1.976
[15,  1800] loss: 1.966
[15,  2000] loss: 1.968
[15,  2200] loss: 1.973
[15,  2400] loss: 1.970
[15,  2600] loss: 1.974
[15,  2800] loss: 1.978
[15,  3000] loss: 1.970
[15,  3200] loss: 1.989
[15,  3400] loss: 1.956
[15,  3600] loss: 1.973
[15,  3800] loss: 1.991
[15,  4000] loss: 1.967
[15,  4200] loss: 1.986
[15,  4400] loss: 1.958
[15,  4600] loss: 1.995
[15,  4800] loss: 1.981
[15,  5000] loss: 1.967
Epoch [15/20], Train Loss: 0.2469, Val Loss: 0.2922, Test Loss: 2.3468Training Acc: 0.4839, Val Acc: 0.1133, Test Acc: 0.1021, 
[16,   200] loss: 1.959
[16,   400] loss: 1.973
[16,   600] loss: 2.000
[16,   800] loss: 1.966
[16,  1000] loss: 1.986
[16,  1200] loss: 1.976
[16,  1400] loss: 1.982
[16,  1600] loss: 1.958
[16,  1800] loss: 1.959
[16,  2000] loss: 1.962
[16,  2200] loss: 1.969
[16,  2400] loss: 1.986
[16,  2600] loss: 1.966
[16,  2800] loss: 1.954
[16,  3000] loss: 1.974
[16,  3200] loss: 1.972
[16,  3400] loss: 1.970
[16,  3600] loss: 1.979
[16,  3800] loss: 1.979
[16,  4000] loss: 1.971
[16,  4200] loss: 1.978
[16,  4400] loss: 1.980
[16,  4600] loss: 1.975
[16,  4800] loss: 1.955
[16,  5000] loss: 1.966
Epoch [16/20], Train Loss: 0.2465, Val Loss: 0.2982, Test Loss: 2.3885Training Acc: 0.4847, Val Acc: 0.0647, Test Acc: 0.0610, 
[17,   200] loss: 1.971
[17,   400] loss: 1.951
[17,   600] loss: 1.963
[17,   800] loss: 1.974
[17,  1000] loss: 1.975
[17,  1200] loss: 1.955
[17,  1400] loss: 1.948
[17,  1600] loss: 1.958
[17,  1800] loss: 1.953
[17,  2000] loss: 1.959
[17,  2200] loss: 1.961
[17,  2400] loss: 1.953
[17,  2600] loss: 1.979
[17,  2800] loss: 1.979
[17,  3000] loss: 1.982
[17,  3200] loss: 1.993
[17,  3400] loss: 1.982
[17,  3600] loss: 1.969
[17,  3800] loss: 1.962
[17,  4000] loss: 1.990
[17,  4200] loss: 1.976
[17,  4400] loss: 1.953
[17,  4600] loss: 1.951
[17,  4800] loss: 1.963
[17,  5000] loss: 1.972
Epoch [17/20], Train Loss: 0.2459, Val Loss: 0.2910, Test Loss: 2.3261Training Acc: 0.4902, Val Acc: 0.1232, Test Acc: 0.1241, 
[18,   200] loss: 1.976
[18,   400] loss: 1.959
[18,   600] loss: 1.967
[18,   800] loss: 1.975
[18,  1000] loss: 1.973
[18,  1200] loss: 1.960
[18,  1400] loss: 1.947
[18,  1600] loss: 1.974
[18,  1800] loss: 1.969
[18,  2000] loss: 1.977
[18,  2200] loss: 1.963
[18,  2400] loss: 1.982
[18,  2600] loss: 1.950
[18,  2800] loss: 1.963
[18,  3000] loss: 1.951
[18,  3200] loss: 1.966
[18,  3400] loss: 1.949
[18,  3600] loss: 1.998
[18,  3800] loss: 1.962
[18,  4000] loss: 1.950
[18,  4200] loss: 1.938
[18,  4400] loss: 1.957
[18,  4600] loss: 1.958
[18,  4800] loss: 1.949
[18,  5000] loss: 1.965
Epoch [18/20], Train Loss: 0.2454, Val Loss: 0.2968, Test Loss: 2.3796Training Acc: 0.4952, Val Acc: 0.0756, Test Acc: 0.0697, 
[19,   200] loss: 1.955
[19,   400] loss: 1.956
[19,   600] loss: 1.960
[19,   800] loss: 1.972
[19,  1000] loss: 1.954
[19,  1200] loss: 1.948
[19,  1400] loss: 1.952
[19,  1600] loss: 1.937
[19,  1800] loss: 1.961
[19,  2000] loss: 1.958
[19,  2200] loss: 1.963
[19,  2400] loss: 1.947
[19,  2600] loss: 1.961
[19,  2800] loss: 1.975
[19,  3000] loss: 1.940
[19,  3200] loss: 1.928
[19,  3400] loss: 1.963
[19,  3600] loss: 1.939
[19,  3800] loss: 1.957
[19,  4000] loss: 1.947
[19,  4200] loss: 1.944
[19,  4400] loss: 1.964
[19,  4600] loss: 1.976
[19,  4800] loss: 1.967
[19,  5000] loss: 1.950
Epoch [19/20], Train Loss: 0.2444, Val Loss: 0.2943, Test Loss: 2.3548Training Acc: 0.5029, Val Acc: 0.0961, Test Acc: 0.0981, 
[20,   200] loss: 1.964
[20,   400] loss: 1.965
[20,   600] loss: 1.946
[20,   800] loss: 1.965
[20,  1000] loss: 1.944
[20,  1200] loss: 1.943
[20,  1400] loss: 1.959
[20,  1600] loss: 1.955
[20,  1800] loss: 1.956
[20,  2000] loss: 1.940
[20,  2200] loss: 1.946
[20,  2400] loss: 1.960
[20,  2600] loss: 1.949
[20,  2800] loss: 1.955
[20,  3000] loss: 1.933
[20,  3200] loss: 1.960
[20,  3400] loss: 1.959
[20,  3600] loss: 1.973
[20,  3800] loss: 1.931
[20,  4000] loss: 1.953
[20,  4200] loss: 1.970
[20,  4400] loss: 1.931
[20,  4600] loss: 1.950
[20,  4800] loss: 1.963
[20,  5000] loss: 1.943
Epoch [20/20], Train Loss: 0.2440, Val Loss: 0.2937, Test Loss: 2.3499Training Acc: 0.5054, Val Acc: 0.1015, Test Acc: 0.1023, 
Model saved as ../results/AlexNet_No_L4/weights/model_final.pt

Training AlexNet version: AlexNet_No_FC1
[1,   200] loss: 2.300
[1,   400] loss: 2.295
[1,   600] loss: 2.286
[1,   800] loss: 2.278
[1,  1000] loss: 2.264
[1,  1200] loss: 2.256
[1,  1400] loss: 2.246
[1,  1600] loss: 2.244
[1,  1800] loss: 2.231
[1,  2000] loss: 2.223
[1,  2200] loss: 2.218
[1,  2400] loss: 2.193
[1,  2600] loss: 2.194
[1,  2800] loss: 2.183
[1,  3000] loss: 2.174
[1,  3200] loss: 2.181
[1,  3400] loss: 2.162
[1,  3600] loss: 2.155
[1,  3800] loss: 2.161
[1,  4000] loss: 2.151
[1,  4200] loss: 2.147
[1,  4400] loss: 2.140
[1,  4600] loss: 2.132
[1,  4800] loss: 2.143
[1,  5000] loss: 2.135
Epoch [1/20], Train Loss: 0.2755, Val Loss: 0.2875, Test Loss: 2.2971Training Acc: 0.2486, Val Acc: 0.1352, Test Acc: 0.1399, 
[2,   200] loss: 2.115
[2,   400] loss: 2.144
[2,   600] loss: 2.103
[2,   800] loss: 2.127
[2,  1000] loss: 2.116
[2,  1200] loss: 2.116
[2,  1400] loss: 2.109
[2,  1600] loss: 2.097
[2,  1800] loss: 2.107
[2,  2000] loss: 2.093
